Timestamp_uS,Position,P,I,D,Total_Adjustment,PWM_L,PWM_R,Est_Kp,Est_Kd
37236268,2594,90,0,-91,-1,201,199,0.099,0.968
37239556,2676,82,0,-147,-65,255,135,0.100,1.793
37242860,2778,72,0,-183,-111,255,89,0.100,1.794
37259404,3449,5,0,-109,-104,255,96,0.098,0.162
37262692,3455,4,0,-10,-6,206,194,0.089,1.667
37266028,3493,0,0,-68,-68,255,133,0.000,1.789
37285808,3500,0,0,10,10,190,210,0.000,-1.429
37289136,3506,0,0,-10,-10,211,189,-0.000,1.667
37302344,3506,0,0,-10,-10,211,189,-0.000,0.000
37305676,3507,0,0,-1,-1,202,198,-0.000,1.000
37309008,3518,-1,0,-19,-20,221,179,0.056,1.727
37325524,3500,0,0,0,0,200,200,0.000,0.000
37328784,3501,0,0,-1,-1,201,199,-0.000,1.000
37332124,3517,-1,0,-28,-29,230,170,0.059,1.750
37351980,3320,18,0,46,64,136,255,0.100,0.234
37355276,3278,22,0,75,97,103,255,0.099,1.786
37368516,3109,39,0,45,84,116,255,0.100,0.266
37371832,3000,50,0,196,246,0,255,0.100,1.798
37375160,2909,59,0,163,222,0,255,0.100,1.791
37391748,2889,61,0,0,61,139,255,0.100,0.000
37395056,2908,59,0,-34,25,175,225,0.100,1.789
37398364,2976,52,0,-122,-70,255,131,0.099,1.794
37418244,3379,12,0,-172,-160,255,40,0.099,0.427
37421544,3442,5,0,-113,-108,255,93,0.086,1.794
37441340,3511,-1,0,10,9,191,209,0.091,-0.145
37444632,3524,-2,0,-23,-25,225,175,0.083,1.769
37464448,3425,7,0,99,106,94,255,0.093,1.000
37467744,3344,15,0,145,160,39,255,0.096,1.790
37487604,2931,56,0,169,225,0,255,0.098,0.409
37490928,2754,74,0,318,392,0,255,0.099,1.797
37507436,2594,90,0,12,102,97,255,0.099,0.075
37510732,2588,91,0,10,101,98,255,0.100,1.667
37530544,2930,57,0,-280,-223,255,0,0.100,0.819
37533872,2974,52,0,-79,-27,226,174,0.099,1.795
37553740,3500,0,0,-66,-66,255,134,0.000,0.125
37557024,3527,-2,0,-48,-50,251,149,0.074,1.778
37576764,3524,-2,0,-10,-12,213,187,0.083,-3.333
37580052,3531,-3,0,-12,-15,215,185,0.097,1.714
37596504,3532,-3,0,10,7,193,207,0.094,-10.000
37599792,3513,-1,0,34,33,168,232,0.077,1.789
37622896,3280,22,0,27,49,151,249,0.100,0.116
37626204,3269,23,0,19,42,158,242,0.100,1.727
37642768,3144,35,0,5,40,159,241,0.098,0.040
37646080,3164,33,0,-36,-3,202,198,0.098,1.800
37665952,3477,2,0,-144,-142,255,59,0.087,0.460
37669248,3520,-2,0,-77,-79,255,121,0.100,1.791
37689216,3526,-2,0,55,53,147,253,0.077,-9.167
37692556,3525,-2,0,1,-1,200,200,0.080,1.000
37712316,3544,-4,0,1,-3,202,198,0.091,-0.053
37715604,3539,-3,0,9,6,195,205,0.077,1.800
37718904,3544,-4,0,-9,-13,213,187,0.091,1.800
37735364,3526,-2,0,14,12,189,211,0.077,0.778
37738664,3538,-3,0,-21,-24,225,175,0.079,1.750
37741952,3553,-5,0,-27,-32,232,168,0.094,1.800
37755152,3478,2,0,63,65,135,255,0.091,0.840
37758452,3455,4,0,41,45,155,245,0.089,1.783
37778280,3307,19,0,86,105,95,255,0.098,0.581
37781600,3318,18,0,-19,-1,201,199,0.099,1.727
37784912,3311,18,0,12,30,169,231,0.095,1.714
37801444,3391,10,0,-41,-31,230,170,0.092,0.512
37804752,3392,10,0,-1,9,191,209,0.093,1.000
37808060,3417,8,0,-45,-37,236,164,0.096,1.800
37824552,3521,-2,0,-37,-39,239,161,0.095,0.356
37827844,3513,-1,0,14,13,187,213,0.077,1.750
37831140,3520,-2,0,-12,-14,214,186,0.100,1.714
37847600,3525,-2,0,14,12,189,211,0.080,-2.800
37850892,3514,-1,0,19,18,182,218,0.071,1.727
37854184,3500,0,0,25,25,175,225,0.000,1.786
37867380,3396,10,0,52,62,138,255,0.096,0.500
37870696,3337,16,0,106,122,78,255,0.098,1.797
37874000,3270,23,0,120,143,57,255,0.100,1.791
37890584,3074,42,0,-7,35,165,235,0.099,-0.036
37893900,3000,50,0,133,183,17,255,0.100,1.797
37897228,3000,50,0,0,50,150,250,0.100,0.000
37913816,3194,30,0,-43,-13,212,188,0.098,0.222
37917136,3212,28,0,-32,-4,203,197,0.097,1.778
37920448,3269,23,0,-102,-79,255,121,0.100,1.789
37933684,3470,3,0,-59,-56,255,144,0.100,0.294
37936984,3469,3,0,1,4,196,204,0.097,1.000
37940284,3478,2,0,-16,-14,213,187,0.091,1.778
37960028,3492,0,0,0,0,200,200,0.000,-0.000
37963308,3500,0,0,-14,-14,214,186,0.000,1.750
37966592,3500,0,0,0,0,200,200,0.000,0.000
37983020,3500,0,0,0,0,200,200,0.000,0.000
37986296,3478,2,0,39,41,159,241,0.091,1.773
37989592,3471,2,0,12,14,185,215,0.069,1.714
38002796,3383,11,0,61,72,128,255,0.094,0.693
38006100,3324,17,0,106,123,77,255,0.097,1.797
38009408,3245,25,0,142,167,33,255,0.098,1.797
38025992,3100,40,0,-3,37,164,236,0.100,-0.021
38029308,3068,43,0,57,100,100,255,0.100,1.781
38032632,3070,43,0,-3,40,161,239,0.100,1.500
38049216,3331,16,0,-144,-128,255,73,0.095,0.552
38052528,3395,10,0,-115,-105,255,96,0.095,1.797
38055840,3437,6,0,-75,-69,255,131,0.095,1.786
38069052,3491,0,0,-28,-28,227,173,0.000,0.519
38072360,3483,1,0,14,15,184,216,0.059,1.750
38075664,3483,1,0,0,1,199,201,0.059,0.000
38095420,3500,0,0,12,12,188,212,0.000,-0.706
38098708,3492,0,0,14,14,185,215,0.000,1.750
38102012,3492,0,0,0,0,200,200,0.000,0.000
38115184,3476,2,0,28,30,169,231,0.083,1.750
38118488,3467,3,0,16,19,181,219,0.091,1.778
38121784,3449,5,0,32,37,163,237,0.098,1.778
38138336,3181,31,0,68,99,100,255,0.097,0.254
38141656,3131,36,0,90,126,74,255,0.098,1.800
38144980,3099,40,0,57,97,103,255,0.100,1.781
38161568,3072,42,0,-129,-87,255,114,0.098,-4.778
38164888,3072,42,0,0,42,158,242,0.098,0.000
38168192,3127,37,0,-99,-62,255,139,0.099,1.800
38181464,3414,8,0,-149,-141,255,60,0.093,0.519
38184768,3449,5,0,-63,-58,255,143,0.098,1.800
38188084,3459,4,0,-18,-14,213,187,0.098,1.800
38204556,3539,-3,0,-10,-13,214,186,0.077,0.125
38207848,3528,-2,0,19,17,183,217,0.071,1.727
38211144,3528,-2,0,0,-2,202,198,0.071,0.000
38227608,3500,0,0,27,27,173,227,0.000,0.964
38230904,3492,0,0,14,14,185,215,0.000,1.750
38234212,3482,1,0,18,19,181,219,0.056,1.800
38250728,3390,11,0,66,77,123,255,0.100,0.717
38254040,3344,15,0,82,97,102,255,0.096,1.783
38257352,3307,19,0,66,85,115,255,0.098,1.784
38277268,3244,25,0,-39,-14,213,187,0.098,-0.619
38280584,3240,26,0,7,33,167,233,0.100,1.750
38293840,3314,18,0,-93,-75,255,125,0.097,1.257
38297152,3377,12,0,-113,-101,255,99,0.098,1.794
38300460,3406,9,0,-52,-43,242,158,0.096,1.793
38316996,3516,-1,0,-59,-60,255,140,0.062,0.536
38320308,3536,-3,0,-36,-39,239,161,0.083,1.800
38323604,3543,-4,0,-12,-16,216,184,0.093,1.714
38343364,3543,-4,0,-12,-16,216,184,0.093,0.000
38346664,3536,-3,0,12,9,192,208,0.083,1.714
38366436,3432,6,0,63,69,131,255,0.088,0.606
38369740,3363,13,0,124,137,63,255,0.095,1.797
38389640,3000,50,0,0,50,150,250,0.100,0.000
38392956,3000,50,0,0,50,150,250,0.100,0.000
38409480,3000,50,0,0,50,150,250,0.100,0.000
38412780,2939,56,0,109,165,35,255,0.100,1.787
38432720,2537,96,0,63,159,41,255,0.100,0.157
38436060,2487,101,0,90,191,9,255,0.100,1.800
38449240,2448,105,0,50,155,45,255,0.100,1.282
38452528,2433,106,0,27,133,67,255,0.099,1.800
38455820,2447,105,0,-25,80,120,255,0.100,1.786
38475612,2573,92,0,-154,-62,255,138,0.099,1.222
38478952,2492,100,0,145,245,0,255,0.099,1.790
38502132,2629,87,0,-289,-202,255,0,0.100,2.109
38505424,2575,92,0,97,189,11,255,0.099,1.796
38521928,2387,111,0,7,118,82,255,0.100,0.037
38525224,2568,93,0,-325,-232,255,0,0.100,1.796
38545012,2395,110,0,41,151,49,255,0.100,0.237
38548312,2454,104,0,-106,-2,201,199,0.099,1.797
38568112,2461,103,0,-43,60,140,255,0.099,6.143
38571408,2445,105,0,28,133,66,255,0.100,1.750
38587900,2346,115,0,75,190,9,255,0.100,0.758
38591192,2265,123,0,145,268,0,255,0.100,1.790
38611112,1882,161,0,-9,152,48,255,0.100,-0.023
38614440,1860,164,0,39,203,0,255,0.100,1.773
38634368,1454,204,0,181,385,0,255,0.100,0.446
38637668,1344,215,0,198,413,0,255,0.100,1.800
38657628,934,256,0,36,292,0,255,0.100,0.088
38660956,928,257,0,10,267,0,255,0.100,1.667
38677600,923,257,0,-18,239,0,255,0.100,-3.600
38680924,916,258,0,12,270,0,255,0.100,1.714
38700872,935,256,0,-10,246,0,255,0.100,0.526
38704208,972,252,0,-66,186,14,255,0.100,1.784
38724076,1407,209,0,-34,175,25,255,0.100,0.078
38727372,1471,202,0,-115,87,113,255,0.100,1.797
38747144,1570,193,0,-153,40,160,240,0.100,1.545
38750428,1604,189,0,-61,128,72,255,0.100,1.794
38770212,2010,149,0,-144,5,195,205,0.100,0.355
38773540,2099,140,0,-160,-20,220,180,0.100,1.798
38776820,2224,127,0,-225,-98,255,103,0.100,1.800
38793328,2474,102,0,9,111,89,255,0.099,-0.036
38796620,2467,103,0,12,115,85,255,0.100,1.714
38799912,2480,102,0,-23,79,122,255,0.100,1.769
38816376,2528,97,0,-10,87,114,255,0.100,0.208
38819672,2529,97,0,-1,96,105,255,0.100,1.000
38822980,2514,98,0,27,125,75,255,0.099,1.800
38836156,2486,101,0,10,111,88,255,0.100,0.357
38839456,2473,102,0,23,125,74,255,0.099,1.769
38842744,2480,102,0,-12,90,111,255,0.100,1.714
38859216,2466,103,0,12,115,84,255,0.100,0.857
38862508,2473,102,0,-12,90,110,255,0.099,1.714
38865800,2473,102,0,0,102,98,255,0.099,0.000
38882256,2473,102,0,21,123,76,255,0.099,0.000
38885552,2480,102,0,-12,90,111,255,0.100,1.714
38888844,2480,102,0,0,102,98,255,0.100,0.000
38905328,2917,58,0,-259,-201,255,0,0.099,0.593
38908644,3127,37,0,-378,-341,255,0,0.099,1.800
38911968,3294,20,0,-300,-280,255,0,0.097,1.796
38928484,3525,-2,0,-10,-12,213,187,0.080,0.043
38931776,3537,-3,0,-21,-24,225,175,0.081,1.750
38935064,3525,-2,0,21,19,181,219,0.080,1.750
38951516,3545,-4,0,-10,-14,215,185,0.089,0.500
38954804,3545,-4,0,0,-4,204,196,0.089,0.000
38971248,3391,10,0,113,123,76,255,0.092,0.734
38974556,3283,21,0,194,215,0,255,0.097,1.796
38977864,3200,30,0,149,179,21,255,0.100,1.795
38994420,2536,96,0,167,263,0,255,0.100,0.252
38997720,2492,100,0,79,179,20,255,0.099,1.795
39001008,2480,102,0,21,123,77,255,0.100,1.750
39017460,2478,102,0,12,114,86,255,0.100,6.000
39020760,2479,102,0,-1,101,100,255,0.100,1.000
39024056,2486,101,0,-12,89,112,255,0.100,1.714
39037228,2500,100,0,-25,75,126,255,0.100,1.786
39040520,2500,100,0,0,100,100,255,0.100,0.000
39043804,2521,97,0,-37,60,140,255,0.099,1.762
39063644,3112,38,0,-252,-214,255,0,0.098,0.426
39066964,3250,25,0,-248,-223,255,0,0.100,1.797
